"","age","male","msm","preg","LE_ps","LE_healthy","QALY_ps","QALY_healthy","LE_loss","QALY_loss","n_sim"
"45",42,1,0,0,36.159319969132,36.1634415995883,35.7945532362297,36.1634415995883,0.00412163045630365,0.368888363358685,4
"46",50,1,0,0,29.0652440313993,29.0690498077688,28.793124625589,29.0690498077687,0.00380577636947521,0.275925182179702,4
"47",60,1,0,0,20.9271914502236,20.9295739710551,20.7559155541496,20.9295739710551,0.00238252083153156,0.173658416905486,4
"48",76,1,0,0,9.52371795905648,9.52435279288266,9.47262856923307,9.52435279288265,0.000634833826175907,0.0517242236495807,4
"49",2,1,0,0,73.9199226371348,73.919996289754,73.2537343527536,73.919996289754,7.36526191360554e-05,0.666261937000414,5
"50",7,1,0,0,68.9881240296288,68.9882684993047,68.3710696125171,68.9882684993048,0.000144469675944947,0.617198886787676,5
"51",12,1,0,0,64.023719059235,64.0240023193695,63.4559843601863,64.0240023193696,0.0002832601345375,0.568017959183301,5
"52",17,1,0,0,59.1341679540524,59.1347240506741,58.6149178904665,59.134724050674,0.000556096621664892,0.519806160207509,5
"53",22,1,0,0,54.419730755556,54.420825573207,53.9472807455901,54.420825573207,0.00109481765101549,0.473544827616905,5
"54",27,1,0,0,49.8216998763252,49.8236119262197,49.3949423805793,49.8236119262197,0.00191204989457106,0.428669545640432,5
"55",32,1,0,0,45.2512504159382,45.2540680813518,44.8698231214185,45.2540680813518,0.00281766541365869,0.38424495993327,5
"56",37,1,0,0,40.6973638813645,40.7009714534354,40.3609085810688,40.7009714534354,0.00360757207094764,0.340062872366609,5
"57",42,1,0,0,36.1592471956625,36.1634415995883,35.8672583267338,36.1634415995883,0.00419440392586523,0.296183272854556,5
"58",50,1,0,0,29.0648175120744,29.0690498077688,28.8412315830117,29.0690498077687,0.00423229569432237,0.227818224757012,5
"59",60,1,0,0,20.9271159324151,20.9295739710551,20.7797304961916,20.9295739710551,0.00245803864002525,0.149843474863498,5
"60",76,1,0,0,9.52359443712993,9.52435279288266,9.47271785644989,9.52435279288265,0.000758355752729756,0.051634936432766,5
"61",2,1,0,0,73.919515944017,73.919996289754,73.1479484636053,73.919996289754,0.000480345736946219,0.77204782614865,6
"62",7,1,0,0,68.9876289243716,68.9882684993047,68.2800841496884,68.9882684993048,0.000639574933103404,0.708184349616346,6
"63",12,1,0,0,64.0231510849353,64.0240023193695,63.379325417505,64.0240023193696,0.000851234434293247,0.644676901864607,6
"64",17,1,0,0,59.133589659016,59.1347240506741,58.5519398073231,59.134724050674,0.00113439165810547,0.582784243350915,6
"65",22,1,0,0,54.4193089329282,54.420825573207,53.8972853798339,54.420825573207,0.00151664027876564,0.523540193373087,6
"66",27,1,0,0,49.8216471566657,49.8236119262197,49.357249053905,49.8236119262197,0.00196476955403568,0.466362872314775,6
"67",32,1,0,0,45.2516964998245,45.2540680813518,44.8435765882437,45.2540680813518,0.00237158152734906,0.410491493108076,6
"68",37,1,0,0,40.6983297589559,40.7009714534354,40.3449360206234,40.7009714534354,0.00264169447956419,0.356035432812007,6
"69",42,1,0,0,36.160705674289,36.1634415995883,35.8600916257327,36.1634415995883,0.00273592529934064,0.303349973855653,6
"70",50,1,0,0,29.0666596779538,29.0690498077688,28.8442238746693,29.0690498077687,0.00239012981492337,0.224825933099428,6
"71",60,1,0,0,20.9281295354107,20.9295739710551,20.7875878652523,20.9295739710551,0.00144443564439456,0.141986105802808,6
"72",76,1,0,0,9.5239911371569,9.52435279288266,9.4741668455498,9.52435279288265,0.000361655725754417,0.050185947332853,6
"73",2,1,0,0,73.9199814190248,73.919996289754,73.3103011820796,73.919996289754,1.48707292026984e-05,0.609695107674426,7
"74",7,1,0,0,68.9882326980961,68.9882684993047,68.4224655422634,68.9882684993048,3.5801208639441e-05,0.565802957041399,7
"75",12,1,0,0,64.0239161637982,64.0240023193695,63.5022665756384,64.0240023193696,8.6155571310087e-05,0.521735743731256,7
"76",17,1,0,0,59.1345164519075,59.1347240506741,58.6562566655465,59.134724050674,0.000207598766607475,0.478467385127473,7
"77",22,1,0,0,54.4203243798052,54.420825573207,53.9839404502141,54.420825573207,0.000501193401738931,0.436885122992933,7
"78",27,1,0,0,49.8226148493573,49.8236119262197,49.4271267383096,49.8236119262197,0.000997076862432777,0.396485187910145,7
"79",32,1,0,0,45.2524889787477,45.2540680813518,44.8976251766633,45.2540680813518,0.00157910260410432,0.356442904688464,7
"80",37,1,0,0,40.6988570699378,40.7009714534354,40.3843856583929,40.7009714534354,0.00211438349759874,0.316585795042542,7
"81",42,1,0,0,36.1608853662499,36.1634415995883,35.8864887824382,36.1634415995883,0.002556233338467,0.276952817150111,7
"82",50,1,0,0,29.0662972603764,29.0690498077688,28.8539229553133,29.0690498077687,0.00275254739231912,0.215126852455438,7
"83",60,1,0,0,20.9280790340467,20.9295739710551,20.7855372590886,20.9295739710551,0.00149493700842029,0.144036711966493,7
"84",76,1,0,0,9.52384243445437,9.52435279288266,9.47274901977964,9.52435279288265,0.000510358428291724,0.051603773103011,7
"85",2,1,0,0,73.9199828293546,73.919996289754,73.0672595861567,73.919996289754,1.34603994013105e-05,0.85273670359733,8
"86",7,1,0,0,68.9882366931336,68.9882684993047,68.1973686954137,68.9882684993048,3.18061711226392e-05,0.790899803891037,8
"87",12,1,0,0,64.0239271942652,64.0240023193695,63.2951954849833,64.0240023193696,7.51251043169532e-05,0.72880683438634,8
"88",17,1,0,0,59.1345463804412,59.1347240506741,58.4669215812381,59.134724050674,0.000177670232844207,0.667802469435941,8
"89",22,1,0,0,54.4204044525933,54.420825573207,53.8117578784564,54.420825573207,0.000421120613680159,0.609067694750614,8
"90",27,1,0,0,49.8227815919855,49.8236119262197,49.2717365846526,49.8236119262197,0.00083033423424439,0.551875341567097,8
"91",32,1,0,0,45.2527581995659,45.2540680813518,44.7589280343466,45.2540680813518,0.00130988178596425,0.495140047005179,8
"92",37,1,0,0,40.6992213296415,40.7009714534354,40.262268468409,40.7009714534354,0.00175012379387596,0.438702985026438,8
"93",42,1,0,0,36.1613302545732,36.1634415995883,35.7807879840069,36.1634415995883,0.00211134501517307,0.382653615581475,8
"94",50,1,0,0,29.0667804115779,29.0690498077688,28.7734801771853,29.0690498077687,0.002269396190826,0.29556963058339,8
"95",60,1,0,0,20.9283448472364,20.9295739710551,20.7331371237948,20.9295739710551,0.00122912381873519,0.196436847260305,8
"96",76,1,0,0,9.52393286212199,9.52435279288266,9.45660730943979,9.52435279288265,0.00041993076067115,0.0677454834428683,8
"97",2,1,0,0,73.9199962595842,73.919996289754,73.7698105115445,73.919996289754,3.01697298255021e-08,0.15018577820949,9
"98",7,1,0,0,68.9882683239525,68.9882684993047,68.8469921120624,68.9882684993048,1.75352212750113e-07,0.141276387242343,9
"99",12,1,0,0,64.0240013006136,64.0240023193695,63.8916906195142,64.0240023193696,1.01875598090828e-06,0.132311699855386,9
"100",17,1,0,0,59.1347181243526,59.1347240506741,59.0112376529116,59.134724050674,5.92632148510575e-06,0.123486397762441,9
"101",22,1,0,0,54.4207909433833,54.420825573207,54.3058282517006,54.420825573207,3.46298236522102e-05,0.114997321506415,9
"102",27,1,0,0,49.8234986772239,49.8236119262197,49.7168474329286,49.8236119262197,0.000113248995830872,0.106764493291131,9
"103",32,1,0,0,45.2538426257806,45.2540680813518,45.1554549508472,45.2540680813518,0.000225455571175814,0.0986131305045745,9
"104",37,1,0,0,40.7006315458739,40.7009714534354,40.6104767834414,40.7009714534354,0.000339907561475172,0.0904946699940083,9
"105",42,1,0,0,36.1629922811762,36.1634415995883,36.0810371105825,36.1634415995883,0.000449318412101718,0.0824044890058033,9
"106",50,1,0,0,29.0684121945609,29.0690498077688,28.999266075543,29.0690498077687,0.000637613207906895,0.0697837322257548,9
"107",60,1,0,0,20.9293960857728,20.9295739710551,20.8748698762377,20.9295739710551,0.000177885282280243,0.0547040948174136,9
"108",76,1,0,0,9.52423409929086,9.52435279288266,9.49009543035887,9.52435279288265,0.000118693591801389,0.0342573625237872,9
"109",2,1,0,0,73.919711219045,73.919996289754,73.1719306216163,73.919996289754,0.000285070709011848,0.748065668137684,10
"110",7,1,0,0,68.98785722274,68.9882684993047,68.2991536759735,68.9882684993048,0.000411276564733498,0.689114823331266,10
"111",12,1,0,0,64.0234092089041,64.0240023193695,63.3937399609841,64.0240023193696,0.000593110465416657,0.630262358385572,10
"112",17,1,0,0,59.1338676178526,59.1347240506741,58.5620207391778,59.134724050674,0.00085643282142911,0.572703311496184,10
"113",22,1,0,0,54.4195848511588,54.420825573207,53.9033876878911,54.420825573207,0.00124072204815917,0.517437885315886,10
"114",27,1,0,0,49.8218863789701,49.8236119262197,49.3597387202096,49.8236119262197,0.0017255472496629,0.463873206010106,10
"115",32,1,0,0,45.2518696337466,45.2540680813518,44.8428741452116,45.2540680813518,0.00219844760525945,0.411193936140251,10
"116",37,1,0,0,40.6984211750988,40.7009714534354,40.3415453986764,40.7009714534354,0.00255027833667043,0.359426054758991,10
"117",42,1,0,0,36.1607099003716,36.1634415995883,35.8545974406386,36.1634415995883,0.00273169921674565,0.308844158949782,10
"118",50,1,0,0,29.0665445755124,29.0690498077688,28.8367156073829,29.0690498077687,0.00250523225639299,0.232334200385882,10
"119",60,1,0,0,20.9280979475209,20.9295739710551,20.7799875588235,20.9295739710551,0.00147602353424148,0.149586412231571,10
"120",76,1,0,0,9.52395159814821,9.52435279288266,9.47047057611353,9.52435279288265,0.000401194734450883,0.0538822167691215,10
