"","age","PS","SS","EL","LL","TS_notx","TS","EN","LN","Treated","Dead_TS","Dead_other","n_sim"
"69",42,0.00045992587008246,0.0142848849164497,0,0,0.00139593948932089,0.119224885220506,0.00431970808526782,0.000204253398043454,0,0.000830590082413026,2.738518225454,6
"70",50,0.000461323605953319,0.0144646497554485,0,0,0.00159724919994497,0.116861563717535,0.00434665655745115,0.000234412037781043,0,0.001051186520205,3.16726502648631,6
"71",60,0.000461327512107781,0.0144473461675392,0,0,0.00145413275487512,0.082191821296012,0.00433240650674622,0.000212973123548962,0,0.000787356133259588,3.44306027407982,6
"72",76,0.000461348224427424,0.0143558846960075,0,0,0.000970777742662743,0.0263605641484939,0.00425653414824473,0.000140600271856791,0,0.000300253128491843,2.68328033052616,6
"73",2,0.000551857853980354,0.00736079500860639,0,0,0.00184889181801679,0.192419851986103,0.00136305847465768,0.00021848761710569,0,5.23204902521526e-08,0.95992010026719,7
"74",7,0.00055186033598545,0.0073610309702066,0,0,0.00170544732227383,0.174842843967942,0.00136319212537176,0.000201403373277162,0,1.4824603848877e-07,1.11560280469546,7
"75",12,0.000551837201038737,0.00736009168444165,0,0,0.00130773455862765,0.131954045715663,0.00136167862985006,0.000154038180502355,0,4.22923421483773e-07,1.30726335547113,7
"76",17,0.00054560759742298,0.00711446031712438,0,0,0.000925714902895375,0.0911665594665485,0.00126654788648653,0.000108659725164373,0,1.97209601860312e-06,1.51489248341076,7
"77",22,0.000545602561902048,0.00711398439466582,0,0,0.000871574152954363,0.083387830090662,0.00126596001592092,0.000102212604035955,0,1.41667473388274e-05,1.73160525018013,7
"78",27,0.000543378879031418,0.00702795291413342,0,0,0.000794186564637282,0.0731266300386152,0.00123408843361576,9.30366403586458e-05,0,5.61100142152322e-05,1.95631246127656,7
"79",32,0.000543373089035393,0.0070274082182448,0,0,0.000975124505388939,0.0848786500415959,0.00123440187899017,0.000114588174684519,0,0.000188954171065508,2.20039189182312,7
"80",37,0.000549103590836956,0.00725007517502152,0,0,0.00139804432745025,0.114174388864725,0.00131816330849369,0.00016485783585194,0,0.000484813966052079,2.45998350731917,7
"81",42,0.000549093674574138,0.0072491290581821,0,0,0.00161554501482287,0.122006669099519,0.00131791958127903,0.00019076943665088,0,0.000828229763797607,2.73853106326891,7
"82",50,0.000551788657399066,0.00735415625401578,0,0,0.00187289266302024,0.122844658571864,0.00135824805745018,0.000221379209548065,0,0.00125505746172994,3.16724660461983,7
"83",60,0.00055169851925334,0.00734552739363257,0,0,0.00181420927907751,0.0930745558048632,0.00135218387072839,0.000214394658185129,0,0.000814185712969547,3.44305651002006,7
"84",76,0.000551221080092319,0.00729993677090826,0,0,0.00149391578188066,0.0360162961493658,0.0013196269595749,0.000176295244873131,0,0.000426469510675746,2.68325045328331,7
"85",2,0.000572029391609513,0.00782998965474204,0,0,0.000925609707798681,0.271400863693497,0.00185914147167961,0.000102509474140142,0,8.6323964908513e-08,0.959920097368457,8
"86",7,0.000572030310189624,0.00783022466326907,0,0,0.000861858795688997,0.248806991330745,0.00185930558015068,9.53843950376906e-05,0,2.40143892368965e-07,1.11560279678248,8
"87",12,0.000572018615136142,0.00782970386181025,0,0,0.000687817462838295,0.195269321519647,0.00185999662652855,7.59326804945611e-05,0,6.71234611501308e-07,1.30726333391568,8
"88",17,0.000568843675471147,0.0076942879797159,0,0,0.00052198715587551,0.144594985543878,0.00186159604827881,5.73982303898043e-05,0,2.77482978168686e-06,1.51489241216455,8
"89",22,0.000568841805769058,0.00769380056698053,0,0,0.000494450744598236,0.132992579007918,0.00186148702321255,5.43209124214273e-05,0,1.61326885477502e-05,1.73160504908547,8
"90",27,0.000567699872769802,0.00764544185703757,0,0,0.000463239850280205,0.119791636989544,0.00186377799161717,5.08320776969064e-05,0,5.98773193744235e-05,1.95631199327745,8
"91",32,0.000567697720707834,0.00764487841563036,0,0,0.00055747878984749,0.136314547962069,0.00186267622166447,6.13666724053258e-05,0,0.00018562664241963,2.20039197356874,8
"92",37,0.00057063323128004,0.00776844339733186,0,0,0.000742892060270398,0.170548624513768,0.00185752972577156,8.2094935310454e-05,0,0.000432400463407166,2.45998930741947,8
"93",42,0.00057062955560846,0.00776748896017813,0,0,0.000834853376423368,0.17752875966474,0.00185645752511627,9.23774219960307e-05,0,0.000709173658467381,2.73854681453802,8
"94",50,0.00057200378019189,0.00782337380553316,0,0,0.000933971347904348,0.172533251010441,0.001853816977576,0.000103462230754829,0,0.00103457282986811,3.16728119964,8
"95",60,0.000571970411558113,0.0078147750796469,0,0,0.000904285466722624,0.130659535650238,0.00184705235248593,0.000100146078609507,0,0.000669474613652395,3.44308601048932,8
"96",76,0.000571793549396018,0.00776933557697824,0,0,0.000743185711576867,0.0505458505933744,0.0018109129953578,8.21628625344252e-05,0,0.000350890859645218,2.68326696995735,8
"97",2,0.000859179306584316,0.0162461212097249,0,0,0.000416884909761383,0.0448961161922535,0.00520698429254757,0.000113118496310465,0,6.56492394966192e-10,0.959920104302826,9
"98",7,0.000859180503370435,0.016246715433369,0,0,0.000412296846499541,0.043613548099773,0.00520744917652866,0.000111731346389387,0,4.48899245880018e-09,1.11560281602448,9
"99",12,0.000859162775353595,0.0162452348530759,0,0,0.000381531326162243,0.0394916760581787,0.00520956279593158,0.000102432918548517,0,3.08597585168884e-08,1.30726338653587,9
"100",17,0.000854345966423959,0.0158688692752376,0,0,0.00032664135486716,0.0328346640879735,0.00524080690144939,8.57758269299203e-05,0,2.73875595177719e-07,1.51489261789074,9
"101",22,0.000854343543211513,0.0158676301406158,0,0,0.000319807105708281,0.0312013576264145,0.00524053685690572,8.37124752676203e-05,0,3.12435829357592e-06,1.73160612821131,9
"102",27,0.000852611402010274,0.0157342814301893,0,0,0.000304648067095785,0.0286370573839441,0.00525400102500994,7.91010472724132e-05,0,1.54349752871781e-05,1.95631609352005,9
"103",32,0.000852608618362936,0.015732877617053,0,0,0.000322749674731333,0.0290484114971329,0.00525058877578413,8.45790301533813e-05,0,4.57718414574679e-05,2.20040687577492,9
"104",37,0.000857062804752176,0.0160750009912717,0,0,0.000373665304675458,0.0320163994000646,0.00521542805654455,0.00010004838954685,0,0.0001005155040303,2.46002945211698,9
"105",42,0.000857058026533319,0.0160725698238566,0,0,0.000386709507389756,0.0310799286337626,0.00521231336195039,0.000104000131988789,0,0.00016482626426248,2.73862122298818,9
"106",50,0.000859145938152805,0.0162291315407255,0,0,0.000412566698207904,0.0291982147093384,0.0051920795902551,0.00011186999892829,0,0.000297925058715571,3.16739929678765,9
"107",60,0.000859102462457423,0.0162071012923265,0,0,0.00040676535366776,0.0229717407281364,0.00517310653944088,0.000110160213249734,0,9.67020092440143e-05,3.44320325422141,9
"108",76,0.000858872019095888,0.0160906315572988,0,0,0.00037335419412789,0.0103371513967723,0.00507188208450324,0.00010034837404475,0,9.98221825690935e-05,2.68332091057222,9
"109",2,0.000493739455000766,0.0105812463829623,0,0,0.00184315555437126,0.192519362602543,0.0077034415191266,0.000489766332598638,0,1.9445245313408e-06,0.959919905107554,10
"110",7,0.000493739600071631,0.010581540845982,0,0,0.00162878831169393,0.167510171288102,0.00770406955318521,0.000430442530035984,0,3.30799454085107e-06,1.11560247492183,10
"111",12,0.000493731312102128,0.010581107888345,0,0,0.00126737785218531,0.12783055486026,0.00770678790801838,0.000330422129669304,0,5.63264366696716e-06,1.30726280390276,10
"112",17,0.000491467917106604,0.0104701063586657,0,0,0.00100271873380789,0.0981948305603947,0.00787095718814461,0.000256751350901475,0,1.28844024486237e-05,1.51489130220657,10
"113",22,0.000491467653593102,0.0104694887119496,0,0,0.000957622707183581,0.0905986680827277,0.00787037483811585,0.000244276247692531,0,3.91688390694158e-05,1.73160230617402,10
"114",27,0.000490652997126436,0.0104294389060354,0,0,0.000960011311695032,0.0863519387453366,0.00793567866432302,0.000244772295206866,0,0.000112130197342131,1.95630512058279,10
"115",32,0.000490652707621903,0.0104287213305693,0,0,0.0012315664902567,0.103527252149973,0.00793160364538443,0.000319949729497745,0,0.000304018183308881,2.20037461504797,10
"116",37,0.00049274916182766,0.0105300486909983,0,0,0.00162568123785562,0.127068797461735,0.00776641901856334,0.000429480711657735,0,0.000612565273374069,2.45995940313541,10
"117",42,0.000492748607926962,0.0105288480990589,0,0,0.00184498016536192,0.132459558243284,0.0077625116795752,0.000490211338023585,0,0.00090244855766029,2.7385108225059,10
"118",50,0.00049373541005003,0.0105729708617654,0,0,0.00198400884489959,0.122489810683191,0.00768372698522101,0.000528928783916775,0,0.00111220242000071,3.16725837937678,10
"119",60,0.000493730139515884,0.0105622118470393,0,0,0.00183992035129147,0.0878866841786159,0.00765854602099781,0.000489124480895388,0,0.000804730790338266,3.44305694819901,10
"120",76,0.000493702195966681,0.0105053514749115,0,0,0.00129736629932437,0.0296463114601449,0.00752447577952914,0.000339371658211995,0,0.000333640632294962,2.68327261539376,10
